text,novel,narrativeTime,speaker,dialogueTurn,speakerType,author,Turn,idCol,NumTurns,word,row_num,dominance,number_emo_words,dominance_straight_mean,speaker_word_turn,time_prep,dominance_emo_std,dominance_emo_mean,dominance_in_home_base,dominance_dist_home_base,dominance_state,dominance_disp_num,dominance_disp_count,dominance_low_disp_count,dominance_high_disp_count,dominance_peak_dist,dominance_is_peak,dominance_disp_dist,dominance_disp_length,dominance_rise_rate,dominance_recovery_rate,dominance_low_rise_rate,dominance_low_recovery_rate,dominance_high_rise_rate,dominance_high_recovery_rate,speaker_num_steps,rolling_window_step,dialogue_turn,speaker_dialogue_turn,Identifier
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,round,274,0.36200000000000004,24,0.534625,11,0.55,0.11271197526625577,0.51779,0.0,0.045931955688261084,LOW,2.0,3.0,2.0,2.0,0.06413195568826113,0.0,-1.0,2.0,0.06413195568826113,,0.06413195568826113,,,,20,38,8,3,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,missing,288,0.3438,24,0.534625,12,0.6,0.11271197526625577,0.51779,0.0,0.06413195568826113,LOW,2.0,3.0,2.0,2.0,0.06413195568826113,1.0,0.0,2.0,,,,,,,20,39,8,3,bookSpeakers
I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?,PrideAndPrejudice,0.4494588523585869,Elizabeth,654,major,Jane Austen,26,Elizabeth-PrideAndPrejudice,7,understood,295,0.5418,20,0.5722500000000001,4,0.25,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,40,9,2,bookSpeakers
I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?,PrideAndPrejudice,0.4494588523585869,Elizabeth,654,major,Jane Austen,26,Elizabeth-PrideAndPrejudice,7,idea,298,0.5178,20,0.5722500000000001,5,0.3125,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,41,9,2,bookSpeakers
"But that is mere speculation,",SignOfFour,0.4801567858892699,Dr. Watson,272,major,Arthur Conan Doyle,28,Dr. Watson-SignOfFour,5,mere,303,0.6232,9,0.6152222222222221,5,1.0,0.09041608264020289,0.7206399999999998,0.0,0.016569397182906953,LOW,3.0,3.0,2.0,2.0,0.016569397182906953,1.0,0.0,1.0,,,,,,,5,42,10,3,bookSpeakers
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma-Emma,6,fate,315,0.515,34,0.6236176470588233,22,0.7333333333333333,0.061951317928704716,0.6276799999999999,0.0,0.05176995485143676,LOW,4.0,6.0,4.0,3.0,0.05856995485143668,0.0,2.0,3.0,,0.02928497742571834,,0.02928497742571834,,,30,43,11,3,bookSpeakers
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma-Emma,6,marry,316,0.6186,34,0.6236176470588233,23,0.7666666666666667,0.061951317928704716,0.6276799999999999,1.0,0.0,HOME,,6.0,4.0,3.0,0.0,,,,,,,,,,30,44,11,3,bookSpeakers
"The main thing with people of that sort,",SignOfFour,0.5369916707496325,Mr. Sherlock Holmes,327,major,Arthur Conan Doyle,31,Mr. Sherlock Holmes-SignOfFour,8,main,327,0.4424000000000001,24,0.534625,13,0.65,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,45,12,4,bookSpeakers
"The main thing with people of that sort,",SignOfFour,0.5369916707496325,Mr. Sherlock Holmes,327,major,Arthur Conan Doyle,31,Mr. Sherlock Holmes-SignOfFour,8,thing,328,0.45660000000000006,24,0.534625,14,0.7,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,46,12,4,bookSpeakers
"This will not do,",PrideAndPrejudice,0.5536042474984685,Elizabeth,764,major,Jane Austen,32,Elizabeth-PrideAndPrejudice,7,will,331,0.6008,20,0.5722500000000001,6,0.375,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,47,13,3,bookSpeakers
"So do I. I wouldn t answer for our safety now, if he should happen to have another of his attacks of energy.",SignOfFour,0.5624693777560019,Mr. Sherlock Holmes,346,major,Arthur Conan Doyle,33,Mr. Sherlock Holmes-SignOfFour,8,safety,336,0.49440000000000006,24,0.534625,15,0.75,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,48,14,5,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,8,tired,348,0.47040000000000004,24,0.534625,16,0.8,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,49,15,6,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,8,idleness,350,0.47160000000000013,24,0.534625,17,0.85,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,50,15,6,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,8,business,356,0.4604000000000001,24,0.534625,18,0.9,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,51,15,6,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,walking,403,0.664,23,0.5703043478260869,1,0.05263157894736842,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,52,16,1,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,will,409,0.664,23,0.5703043478260869,2,0.10526315789473684,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,53,16,1,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,8,wasted,415,0.4602000000000001,24,0.534625,19,0.95,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,54,17,7,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,8,full,434,0.4274,24,0.534625,20,1.0,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,55,18,8,bookSpeakers
"I had not the smallest intention of asking him,",Persuasion,0.8335021952043229,Elizabeth,398,minor,Jane Austen,44,Elizabeth-Persuasion,7,smallest,449,0.522,23,0.5703043478260869,3,0.15789473684210525,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,56,19,2,bookSpeakers
"but he gave so many hints; so Mrs Clay says, at least.",Persuasion,0.834177642688281,Elizabeth,398,minor,Jane Austen,45,Elizabeth-Persuasion,7,clay,453,0.44139999999999996,23,0.5703043478260869,4,0.21052631578947367,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,57,20,3,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,overcome,457,0.552,23,0.5703043478260869,5,0.2631578947368421,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,58,21,4,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,excessively,461,0.5389999999999999,23,0.5703043478260869,6,0.3157894736842105,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,59,21,4,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,regretting,462,0.4466,23,0.5703043478260869,7,0.3684210526315789,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,60,21,4,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,father,463,0.5856,23,0.5703043478260869,8,0.42105263157894735,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,61,21,4,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,opportunity,467,0.6988,23,0.5703043478260869,9,0.47368421052631576,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,62,21,4,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,sir,469,0.6848,23,0.5703043478260869,10,0.5263157894736842,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,63,21,4,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,advantage,473,0.7134,23,0.5703043478260869,11,0.5789473684210527,0.13960665461107472,0.5768631578947367,0.0,0.0006537026433428572,HIGH,1.0,2.0,1.0,2.0,0.10565370264334273,0.0,-1.0,3.0,0.10565370264334273,,,,0.10565370264334273,,19,64,21,4,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,7,company,474,0.8183999999999999,23,0.5703043478260869,12,0.631578947368421,0.13960665461107472,0.5768631578947367,0.0,0.10565370264334273,HIGH,1.0,2.0,1.0,2.0,0.10565370264334273,1.0,0.0,3.0,,,,,,,19,65,21,4,bookSpeakers
"Oh! I lay no embargo on any body's words. If you will have such ideas! But, upon my word, I am scarcely sensible of his attentions being beyond those of other men.",Persuasion,0.8368794326241135,Elizabeth,402,minor,Jane Austen,47,Elizabeth-Persuasion,7,will,485,0.8006,23,0.5703043478260869,13,0.6842105263157895,0.13960665461107472,0.5768631578947367,0.0,0.0878537026433428,HIGH,1.0,2.0,1.0,2.0,0.10565370264334273,0.0,1.0,3.0,,0.10565370264334273,,,,0.10565370264334273,19,66,22,5,bookSpeakers
"Oh! I lay no embargo on any body's words. If you will have such ideas! But, upon my word, I am scarcely sensible of his attentions being beyond those of other men.",Persuasion,0.8368794326241135,Elizabeth,402,minor,Jane Austen,47,Elizabeth-Persuasion,7,scarcely,489,0.666,23,0.5703043478260869,14,0.7368421052631579,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,67,22,5,bookSpeakers
"Oh! I lay no embargo on any body's words. If you will have such ideas! But, upon my word, I am scarcely sensible of his attentions being beyond those of other men.",Persuasion,0.8368794326241135,Elizabeth,402,minor,Jane Austen,47,Elizabeth-Persuasion,7,sensible,490,0.5728,23,0.5703043478260869,15,0.7894736842105263,0.13960665461107472,0.5768631578947367,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,19,68,22,5,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,7,tiresome,498,0.4316,23,0.5703043478260869,16,0.8421052631578947,0.13960665461107472,0.5768631578947367,0.0,0.009380018432816384,LOW,2.0,2.0,1.0,2.0,0.08618001843281636,0.0,-2.0,4.0,0.04309000921640818,,0.04309000921640818,,,,19,69,23,6,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,7,nation,508,0.43620000000000003,23,0.5703043478260869,17,0.8947368421052632,0.13960665461107472,0.5768631578947367,0.0,0.004780018432816335,LOW,2.0,2.0,1.0,2.0,0.08618001843281636,0.0,-1.0,4.0,0.04309000921640818,,0.04309000921640818,,,,19,70,23,6,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,7,hideous,517,0.3548,23,0.5703043478260869,18,0.9473684210526315,0.13960665461107472,0.5768631578947367,0.0,0.08618001843281636,LOW,2.0,2.0,1.0,2.0,0.08618001843281636,1.0,0.0,4.0,,,,,,,19,71,23,6,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,7,ashamed,521,0.3684,23,0.5703043478260869,19,1.0,0.13960665461107472,0.5768631578947367,0.0,0.07258001843281636,LOW,2.0,2.0,1.0,2.0,0.08618001843281636,0.0,1.0,4.0,,0.08618001843281636,,0.08618001843281636,,,19,72,23,6,bookSpeakers
it will then be early enough for expectation.,PrideAndPrejudice,0.8521543802327955,Elizabeth,1056,major,Jane Austen,50,Elizabeth-PrideAndPrejudice,7,will,531,0.6138,20,0.5722500000000001,7,0.4375,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,73,24,4,bookSpeakers
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,Elizabeth-PrideAndPrejudice,7,objection,541,0.7138,20,0.5722500000000001,8,0.5,0.10996952001956421,0.5698249999999999,0.0,0.03749747009345117,HIGH,2.0,3.0,2.0,2.0,0.0452974700934512,0.0,-1.0,4.0,0.0452974700934512,,,,0.0452974700934512,,16,74,25,5,bookSpeakers
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,Elizabeth-PrideAndPrejudice,7,mother,546,0.7216,20,0.5722500000000001,9,0.5625,0.10996952001956421,0.5698249999999999,0.0,0.0452974700934512,HIGH,2.0,3.0,2.0,2.0,0.0452974700934512,1.0,0.0,4.0,,,,,,,16,75,25,5,bookSpeakers
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,Elizabeth-PrideAndPrejudice,7,marry,549,0.7154,20,0.5722500000000001,10,0.625,0.10996952001956421,0.5698249999999999,0.0,0.039097470093451214,HIGH,2.0,3.0,2.0,2.0,0.0452974700934512,0.0,1.0,4.0,,0.0226487350467256,,,,0.0226487350467256,16,76,25,5,bookSpeakers
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,Elizabeth-PrideAndPrejudice,7,planning,553,0.7094,20,0.5722500000000001,11,0.6875,0.10996952001956421,0.5698249999999999,0.0,0.03309747009345121,HIGH,2.0,3.0,2.0,2.0,0.0452974700934512,0.0,2.0,4.0,,0.0226487350467256,,,,0.0226487350467256,16,77,25,5,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,7,blame,569,0.6242,20,0.5722500000000001,12,0.75,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,78,26,6,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,7,betrayed,573,0.544,20,0.5722500000000001,13,0.8125,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,79,26,6,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,7,rest,578,0.45899999999999996,20,0.5722500000000001,14,0.875,0.10996952001956421,0.5698249999999999,0.0,0.004347470093451211,LOW,3.0,3.0,2.0,2.0,0.07514747009345119,0.0,-1.0,3.0,0.07514747009345119,,0.07514747009345119,,,,16,80,26,6,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,7,till,579,0.3882,20,0.5722500000000001,15,0.9375,0.10996952001956421,0.5698249999999999,0.0,0.07514747009345119,LOW,3.0,3.0,2.0,2.0,0.07514747009345119,1.0,0.0,3.0,,,,,,,16,81,26,6,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,7,generous,584,0.40919999999999995,20,0.5722500000000001,16,1.0,0.10996952001956421,0.5698249999999999,0.0,0.05414747009345122,LOW,3.0,3.0,2.0,2.0,0.07514747009345119,0.0,1.0,3.0,,0.07514747009345119,,0.07514747009345119,,,16,82,26,6,bookSpeakers
"I will promise to call you once by your Christian name. I do not say when, but perhaps you may guess where;--in the building in which N. takes M. for better, for worse.",Emma,0.9505073882855616,Emma,1525,major,Jane Austen,58,Emma-Emma,6,will,596,0.6186,34,0.6236176470588233,24,0.8,0.061951317928704716,0.6276799999999999,1.0,0.0,HOME,,6.0,4.0,3.0,0.0,,,,,,,,,,30,83,27,4,bookSpeakers
"I will promise to call you once by your Christian name. I do not say when, but perhaps you may guess where;--in the building in which N. takes M. for better, for worse.",Emma,0.9505073882855616,Emma,1525,major,Jane Austen,58,Emma-Emma,6,promise,597,0.713,34,0.6236176470588233,25,0.8333333333333334,0.061951317928704716,0.6276799999999999,0.0,0.024409954851436932,HIGH,5.0,6.0,4.0,3.0,0.024409954851436932,1.0,0.0,2.0,,,,,,,30,84,27,4,bookSpeakers
"I will promise to call you once by your Christian name. I do not say when, but perhaps you may guess where;--in the building in which N. takes M. for better, for worse.",Emma,0.9505073882855616,Emma,1525,major,Jane Austen,58,Emma-Emma,6,building,604,0.6994,34,0.6236176470588233,26,0.8666666666666667,0.061951317928704716,0.6276799999999999,0.0,0.010809954851436987,HIGH,5.0,6.0,4.0,3.0,0.024409954851436932,0.0,1.0,2.0,,0.024409954851436932,,,,0.024409954851436932,30,85,27,4,bookSpeakers
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma-Emma,6,midst,611,0.6162000000000001,34,0.6236176470588233,27,0.9,0.061951317928704716,0.6276799999999999,1.0,0.0,HOME,,6.0,4.0,3.0,0.0,,,,,,,,,,30,86,28,5,bookSpeakers
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma-Emma,6,great,614,0.6436,34,0.6236176470588233,28,0.9333333333333333,0.061951317928704716,0.6276799999999999,1.0,0.0,HOME,,6.0,4.0,3.0,0.0,,,,,,,,,,30,87,28,5,bookSpeakers
