text,novel,narrativeTime,speaker,dialogueTurn,speakerType,author,Turn,idCol,NumTurns,word,row_num,valence,number_emo_words,valence_straight_mean,speaker_word_turn,time_prep,valence_emo_std,valence_emo_mean,valence_in_home_base,valence_dist_home_base,valence_state,valence_disp_num,valence_disp_count,valence_low_disp_count,valence_high_disp_count,valence_peak_dist,valence_is_peak,valence_disp_dist,valence_disp_length,valence_rise_rate,valence_recovery_rate,valence_low_rise_rate,valence_low_recovery_rate,valence_high_rise_rate,valence_high_recovery_rate,speaker_num_steps,rolling_window_step,dialogue_turn,speaker_dialogue_turn,Identifier
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,Elizabeth-PrideAndPrejudice,7,malice,210,0.31639999999999996,22,0.6056363636363635,2,0.1111111111111111,0.18346877029402747,0.5708555555555556,0.0,0.07615595992373952,LOW,1.0,4.0,3.0,2.0,0.10795595992373946,0.0,-1.0,2.0,0.10795595992373946,,0.10795595992373946,,,,18,34,5,1,bookSpeakers
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,Mr. Sherlock Holmes-SignOfFour,7,fair,218,0.6422000000000001,36,0.6735,1,0.03125,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,35,6,1,bookSpeakers
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,Mr. Sherlock Holmes-SignOfFour,7,professional,220,0.7838,36,0.6735,2,0.0625,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,36,6,1,bookSpeakers
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,Mr. Sherlock Holmes-SignOfFour,7,velocity,230,0.7636000000000001,36,0.6735,3,0.09375,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,37,6,1,bookSpeakers
"Death from some powerful vegetable alkaloid,",SignOfFour,0.3669769720725134,Dr. Watson,192,major,Arthur Conan Doyle,22,Dr. Watson-SignOfFour,3,powerful,234,0.6522,5,0.6522,1,1.0,,0.6522,1.0,0.0,HOME,,1.0,1.0,1.0,0.0,,,,,,,,,,1,38,7,1,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,will,239,0.7552000000000001,36,0.6735,4,0.125,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,39,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,clear,240,0.7746000000000001,36,0.6735,5,0.15625,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,40,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,will,244,0.7517999999999999,36,0.6735,6,0.1875,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,41,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,free,245,0.7644,36,0.6735,7,0.21875,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,42,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,room,248,0.7756000000000001,36,0.6735,8,0.25,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,43,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,reason,251,0.7922,36,0.6735,9,0.28125,0.11015007943710252,0.6809,0.0,0.002884675898653488,HIGH,1.0,5.0,2.0,4.0,0.002884675898653488,1.0,0.0,1.0,,,,,,,32,44,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,fact,284,0.7574000000000001,36,0.6735,10,0.3125,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,45,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,good,285,0.8054,36,0.6735,11,0.34375,0.11015007943710252,0.6809,0.0,0.016084675898653478,HIGH,2.0,5.0,2.0,4.0,0.016084675898653478,1.0,0.0,1.0,,,,,,,32,46,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,deal,286,0.7699999999999999,36,0.6735,12,0.375,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,47,8,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,7,missing,288,0.6853999999999999,36,0.6735,13,0.40625,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,48,8,2,bookSpeakers
I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?,PrideAndPrejudice,0.4494588523585869,Elizabeth,654,major,Jane Austen,26,Elizabeth-PrideAndPrejudice,7,understood,295,0.2846,22,0.6056363636363635,3,0.16666666666666666,0.18346877029402747,0.5708555555555556,0.0,0.10795595992373946,LOW,1.0,4.0,3.0,2.0,0.10795595992373946,1.0,0.0,2.0,,,,,,,18,49,9,2,bookSpeakers
I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?,PrideAndPrejudice,0.4494588523585869,Elizabeth,654,major,Jane Austen,26,Elizabeth-PrideAndPrejudice,7,idea,298,0.4084,22,0.6056363636363635,4,0.2222222222222222,0.18346877029402747,0.5708555555555556,1.0,0.0,HOME,,4.0,3.0,2.0,0.0,,,,,,,,,,18,50,9,2,bookSpeakers
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma-Emma,6,marry,316,0.8004,43,0.7286511627906977,30,0.7692307692307693,0.0788123044025244,0.7229743589743592,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,39,51,10,3,bookSpeakers
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma-Emma,6,thought,323,0.8168,43,0.7286511627906977,31,0.7948717948717948,0.0788123044025244,0.7229743589743592,0.0,0.01603031218970341,HIGH,4.0,5.0,3.0,3.0,0.01603031218970341,1.0,0.0,3.0,,,,,,,39,52,10,3,bookSpeakers
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma-Emma,6,offer,325,0.8148,43,0.7286511627906977,32,0.8205128205128205,0.0788123044025244,0.7229743589743592,0.0,0.014030312189703409,HIGH,4.0,5.0,3.0,3.0,0.01603031218970341,0.0,1.0,3.0,,0.008015156094851705,,,,0.008015156094851705,39,53,10,3,bookSpeakers
"This will not do,",PrideAndPrejudice,0.5536042474984685,Elizabeth,764,major,Jane Austen,32,Elizabeth-PrideAndPrejudice,7,will,331,0.49079999999999996,22,0.6056363636363635,5,0.2777777777777778,0.18346877029402747,0.5708555555555556,1.0,0.0,HOME,,4.0,3.0,2.0,0.0,,,,,,,,,,18,54,11,3,bookSpeakers
"So do I. I wouldn t answer for our safety now, if he should happen to have another of his attacks of energy.",SignOfFour,0.5624693777560019,Mr. Sherlock Holmes,346,major,Arthur Conan Doyle,33,Mr. Sherlock Holmes-SignOfFour,7,safety,336,0.6708000000000001,36,0.6735,14,0.4375,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,55,12,3,bookSpeakers
"So do I. I wouldn t answer for our safety now, if he should happen to have another of his attacks of energy.",SignOfFour,0.5624693777560019,Mr. Sherlock Holmes,346,major,Arthur Conan Doyle,33,Mr. Sherlock Holmes-SignOfFour,7,happen,338,0.6696,36,0.6735,15,0.46875,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,56,12,3,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,remember,346,0.6372,36,0.6735,16,0.5,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,57,13,4,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,feeling,347,0.6546,36,0.6735,17,0.53125,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,58,13,4,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,tired,348,0.6184000000000001,36,0.6735,18,0.5625,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,59,13,4,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,idleness,350,0.5384,36,0.6735,19,0.59375,0.11015007943710252,0.6809,0.0,0.034084675898653605,LOW,3.0,5.0,2.0,4.0,0.14948467589865355,0.0,-2.0,6.0,0.07474233794932678,,0.07474233794932678,,,,32,60,13,4,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,smoke,354,0.44060000000000005,36,0.6735,20,0.625,0.11015007943710252,0.6809,0.0,0.13188467589865355,LOW,3.0,5.0,2.0,4.0,0.14948467589865355,0.0,-1.0,6.0,0.07474233794932678,,0.07474233794932678,,,,32,61,13,4,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,business,356,0.42300000000000004,36,0.6735,21,0.65625,0.11015007943710252,0.6809,0.0,0.14948467589865355,LOW,3.0,5.0,2.0,4.0,0.14948467589865355,1.0,0.0,6.0,,,,,,,32,62,13,4,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,fair,357,0.4242,36,0.6735,22,0.6875,0.11015007943710252,0.6809,0.0,0.14828467589865357,LOW,3.0,5.0,2.0,4.0,0.14948467589865355,0.0,1.0,6.0,,0.049828225299551186,,0.049828225299551186,,,32,63,13,4,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,7,easy,362,0.5721999999999999,36,0.6735,23,0.71875,0.11015007943710252,0.6809,0.0,0.0002846758986536635,LOW,3.0,5.0,2.0,4.0,0.14948467589865355,0.0,2.0,6.0,,0.049828225299551186,,0.049828225299551186,,,32,64,13,4,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,embarrass,386,0.6692,35,0.6416571428571428,1,0.03225806451612903,0.10298921250535474,0.6400451612903225,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,65,14,1,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,feel,392,0.6900000000000001,35,0.6416571428571428,2,0.06451612903225806,0.10298921250535474,0.6400451612903225,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,66,14,1,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,proposal,394,0.6856,35,0.6416571428571428,3,0.0967741935483871,0.10298921250535474,0.6400451612903225,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,67,14,1,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,find,399,0.6799999999999999,35,0.6416571428571428,4,0.12903225806451613,0.10298921250535474,0.6400451612903225,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,68,14,1,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,walking,403,0.6508,35,0.6416571428571428,5,0.16129032258064516,0.10298921250535474,0.6400451612903225,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,69,14,1,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,will,409,0.774,35,0.6416571428571428,6,0.1935483870967742,0.10298921250535474,0.6400451612903225,0.0,0.032640359157594334,HIGH,1.0,5.0,2.0,4.0,0.034640359157594336,0.0,-1.0,2.0,0.034640359157594336,,,,0.034640359157594336,,31,70,14,1,bookSpeakers
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Elizabeth-Persuasion,7,associate,410,0.776,35,0.6416571428571428,7,0.22580645161290322,0.10298921250535474,0.6400451612903225,0.0,0.034640359157594336,HIGH,1.0,5.0,2.0,4.0,0.034640359157594336,1.0,0.0,2.0,,,,,,,31,71,14,1,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,7,wasted,415,0.5482,36,0.6735,24,0.75,0.11015007943710252,0.6809,0.0,0.024284675898653574,LOW,3.0,5.0,2.0,4.0,0.14948467589865355,0.0,3.0,6.0,,0.049828225299551186,,0.049828225299551186,,,32,72,15,5,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,7,smith,417,0.646,36,0.6735,25,0.78125,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,73,15,5,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,7,knowing,418,0.675,36,0.6735,26,0.8125,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,74,15,5,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,7,good,422,0.7001999999999999,36,0.6735,27,0.84375,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,75,15,5,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,7,thought,429,0.6832,36,0.6735,28,0.875,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,76,15,5,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,7,speed,435,0.7894,36,0.6735,29,0.90625,0.11015007943710252,0.6809,0.0,8.467589865346348e-05,HIGH,4.0,5.0,2.0,4.0,0.0014846758986534203,0.0,-1.0,2.0,0.0014846758986534203,,,,0.0014846758986534203,,32,77,16,6,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,7,launch,438,0.7908,36,0.6735,30,0.9375,0.11015007943710252,0.6809,0.0,0.0014846758986534203,HIGH,4.0,5.0,2.0,4.0,0.0014846758986534203,1.0,0.0,2.0,,,,,,,32,78,16,6,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,7,yellow,439,0.7584,36,0.6735,31,0.96875,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,79,16,6,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,7,forgive,442,0.7270000000000001,36,0.6735,32,1.0,0.11015007943710252,0.6809,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,32,80,16,6,bookSpeakers
