text,novel,narrativeTime,speaker,dialogueTurn,speakerType,author,Turn,idCol,NumTurns,word,row_num,arousal,number_emo_words,arousal_straight_mean,speaker_word_turn,time_prep,arousal_emo_std,arousal_emo_mean,arousal_in_home_base,arousal_dist_home_base,arousal_state,arousal_disp_num,arousal_disp_count,arousal_low_disp_count,arousal_high_disp_count,arousal_peak_dist,arousal_is_peak,arousal_disp_dist,arousal_disp_length,arousal_rise_rate,arousal_recovery_rate,arousal_low_rise_rate,arousal_low_recovery_rate,arousal_high_rise_rate,arousal_high_recovery_rate,speaker_num_steps,rolling_window_step,dialogue_turn,speaker_dialogue_turn,Identifier
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,8,idleness,350,0.37360000000000004,24,0.41541666666666677,12,0.6,0.10214708693066606,0.37789999999999996,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,39,13,5,bookSpeakers
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,Mr. Sherlock Holmes-SignOfFour,8,easy,362,0.36800000000000005,24,0.41541666666666677,13,0.65,0.10214708693066606,0.37789999999999996,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,40,13,5,bookSpeakers
"South American,",SignOfFour,0.5781479666829985,Dr. Watson,360,major,Arthur Conan Doyle,37,Dr. Watson-SignOfFour,6,south,374,0.4312,11,0.5077272727272727,7,1.0,0.12283684106899495,0.615142857142857,0.0,0.07021804068861504,LOW,2.0,2.0,1.0,2.0,0.07021804068861504,1.0,0.0,1.0,,,,,,,7,41,14,5,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,8,case,414,0.28900000000000003,24,0.41541666666666677,14,0.7,0.10214708693066606,0.37789999999999996,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,42,15,6,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,8,liquor,421,0.36360000000000003,24,0.41541666666666677,15,0.75,0.10214708693066606,0.37789999999999996,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,43,15,6,bookSpeakers
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,Mr. Sherlock Holmes-SignOfFour,8,thought,429,0.36319999999999997,24,0.41541666666666677,16,0.8,0.10214708693066606,0.37789999999999996,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,44,15,6,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,8,full,434,0.3482,24,0.41541666666666677,17,0.85,0.10214708693066606,0.37789999999999996,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,45,16,7,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,8,speed,435,0.47919999999999996,24,0.41541666666666677,18,0.9,0.10214708693066606,0.37789999999999996,0.0,0.0017393350765473325,HIGH,3.0,3.0,2.0,2.0,0.10953933507654734,0.0,-1.0,3.0,0.10953933507654734,,,,0.10953933507654734,,20,46,16,7,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,8,launch,438,0.587,24,0.41541666666666677,19,0.95,0.10214708693066606,0.37789999999999996,0.0,0.10953933507654734,HIGH,3.0,3.0,2.0,2.0,0.10953933507654734,1.0,0.0,3.0,,,,,,,20,47,16,7,bookSpeakers
"and going like the devil! Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!",SignOfFour,0.7334639882410583,Mr. Sherlock Holmes,482,major,Arthur Conan Doyle,42,Mr. Sherlock Holmes-SignOfFour,8,yellow,439,0.5016,24,0.41541666666666677,20,1.0,0.10214708693066606,0.37789999999999996,0.0,0.02413933507654742,HIGH,3.0,3.0,2.0,2.0,0.10953933507654734,0.0,1.0,3.0,,0.10953933507654734,,,,0.10953933507654734,20,48,16,7,bookSpeakers
"but he gave so many hints; so Mrs Clay says, at least.",Persuasion,0.834177642688281,Elizabeth,398,minor,Jane Austen,45,Elizabeth-Persuasion,4,clay,453,0.3542,17,0.4443529411764706,1,0.07692307692307693,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,49,17,1,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,4,game,456,0.46560000000000007,17,0.4443529411764706,2,0.15384615384615385,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,50,18,2,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,4,overcome,457,0.5454,17,0.4443529411764706,3,0.23076923076923078,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,51,18,2,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,4,excessively,461,0.5848,17,0.4443529411764706,4,0.3076923076923077,0.11908536261750886,0.46347692307692306,0.0,0.0069095613561707125,HIGH,1.0,4.0,2.0,3.0,0.0069095613561707125,1.0,0.0,1.0,,,,,,,13,52,18,2,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,4,omit,466,0.5748,17,0.4443529411764706,5,0.38461538461538464,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,53,18,2,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,4,opportunity,467,0.6738,17,0.4443529411764706,6,0.46153846153846156,0.11908536261750886,0.46347692307692306,0.0,0.09590956135617068,HIGH,2.0,4.0,2.0,3.0,0.09590956135617068,1.0,0.0,1.0,,,,,,,13,54,18,2,bookSpeakers
"I have been rather too much used to the game to be soon overcome by a gentleman's hints. However, when I found how excessively he was regretting that he should miss my father this morning, I gave way immediately, for I would never really omit an opportunity of bringing him and Sir Walter together. They appear to so much advantage in company with each other. Each behaving so pleasantly. Mr Elliot looking up with so much respect.",Persuasion,0.8355285376561973,Elizabeth,400,minor,Jane Austen,46,Elizabeth-Persuasion,4,sir,469,0.5773999999999999,17,0.4443529411764706,7,0.5384615384615384,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,55,18,2,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,4,book,499,0.4816,17,0.4443529411764706,8,0.6153846153846154,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,56,19,3,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,4,read,503,0.3618,17,0.4443529411764706,9,0.6923076923076923,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,57,19,3,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,4,thought,515,0.3718,17,0.4443529411764706,10,0.7692307692307693,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,58,19,3,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,4,dress,516,0.2828,17,0.4443529411764706,11,0.8461538461538461,0.11908536261750886,0.46347692307692306,0.0,0.06626340751001686,LOW,3.0,4.0,2.0,3.0,0.06626340751001686,1.0,0.0,1.0,,,,,,,13,59,19,3,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,4,hideous,517,0.3716,17,0.4443529411764706,12,0.9230769230769231,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,60,19,3,bookSpeakers
"I have nothing to send but my love. Oh! you may as well take back that tiresome book she would lend me, and pretend I have read it through. I really cannot be plaguing myself for ever with all the new poems and states of the nation that come out. Lady Russell quite bores one with her new publications. You need not tell her so, but I thought her dress hideous the other night. I used to think she had some taste in dress, but I was ashamed of her at the concert. Something so formal and _arrang _ in her air! and she sits so upright! My best love, of course.",Persuasion,0.8446470786896318,Elizabeth,405,minor,Jane Austen,49,Elizabeth-Persuasion,4,formal,523,0.3796,17,0.4443529411764706,13,1.0,0.11908536261750886,0.46347692307692306,1.0,0.0,HOME,,4.0,2.0,3.0,0.0,,,,,,,,,,13,61,19,3,bookSpeakers
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,Elizabeth-PrideAndPrejudice,4,aunt,547,0.6234,12,0.53225,1,0.125,0.074699148972012,0.5560499999999999,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,8,62,20,1,bookSpeakers
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,Elizabeth-PrideAndPrejudice,4,marry,549,0.6283999999999998,12,0.53225,2,0.25,0.074699148972012,0.5560499999999999,0.0,0.002475344365785892,HIGH,1.0,2.0,1.0,2.0,0.002475344365785892,1.0,0.0,1.0,,,,,,,8,63,20,1,bookSpeakers
"Yes, and I had heard it before. But what is that to me? If there is no other objection to my marrying your nephew, I shall certainly not be kept from it, by knowing that his mother and aunt wished him to marry Miss De Bourgh. You both did as much as you could, in planning the marriage. Its completion depended on others. If Mr. Darcy is neither by honour nor inclination confined to his cousin, why is not he to make another choice? And if I am that choice, why may not I accept him?",PrideAndPrejudice,0.9175005105166428,Elizabeth,1141,major,Jane Austen,53,Elizabeth-PrideAndPrejudice,4,accept,566,0.6201999999999999,12,0.53225,3,0.375,0.074699148972012,0.5560499999999999,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,8,64,20,1,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,4,betrayed,573,0.5843999999999999,12,0.53225,4,0.5,0.074699148972012,0.5560499999999999,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,8,65,21,2,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,4,concerned,574,0.5618,12,0.53225,5,0.625,0.074699148972012,0.5560499999999999,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,8,66,21,2,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,4,rest,578,0.5369999999999999,12,0.53225,6,0.75,0.074699148972012,0.5560499999999999,1.0,0.0,HOME,,2.0,1.0,2.0,0.0,,,,,,,,,,8,67,21,2,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,4,till,579,0.44939999999999997,12,0.53225,7,0.875,0.074699148972012,0.5560499999999999,0.0,0.036775344365785945,LOW,2.0,2.0,1.0,2.0,0.04237534436578594,0.0,-1.0,2.0,0.04237534436578594,,0.04237534436578594,,,,8,68,21,2,bookSpeakers
"You must not blame my aunt. Lydia's thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars. Let me thank you again and again, in the name of all my family, for that generous compassion which induced you to take so much trouble, and bear so many mortifications, for the sake of discovering them.",PrideAndPrejudice,0.9424137226873596,Elizabeth,1186,major,Jane Austen,55,Elizabeth-PrideAndPrejudice,4,compassion,585,0.4438,12,0.53225,8,1.0,0.074699148972012,0.5560499999999999,0.0,0.04237534436578594,LOW,2.0,2.0,1.0,2.0,0.04237534436578594,1.0,0.0,2.0,,,,,,,8,69,21,2,bookSpeakers
"I will promise to call you once by your Christian name. I do not say when, but perhaps you may guess where;--in the building in which N. takes M. for better, for worse.",Emma,0.9505073882855616,Emma,1525,major,Jane Austen,58,Emma-Emma,6,building,604,0.48019999999999996,30,0.4575000000000001,22,0.8461538461538461,0.07819736174971238,0.46005384615384626,1.0,0.0,HOME,,7.0,3.0,5.0,0.0,,,,,,,,,,26,70,22,4,bookSpeakers
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma-Emma,6,suspect,610,0.5726000000000001,30,0.4575000000000001,23,0.8846153846153846,0.07819736174971238,0.46005384615384626,0.0,0.03586733202437353,HIGH,5.0,7.0,3.0,5.0,0.03586733202437353,1.0,0.0,1.0,,,,,,,26,71,23,5,bookSpeakers
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma-Emma,6,midst,611,0.4746,30,0.4575000000000001,24,0.9230769230769231,0.07819736174971238,0.46005384615384626,1.0,0.0,HOME,,7.0,3.0,5.0,0.0,,,,,,,,,,26,72,23,5,bookSpeakers
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma-Emma,6,amusement,615,0.579,30,0.4575000000000001,25,0.9615384615384616,0.07819736174971238,0.46005384615384626,0.0,0.04226733202437338,HIGH,6.0,7.0,3.0,5.0,0.04226733202437338,1.0,0.0,1.0,,,,,,,26,73,23,5,bookSpeakers
"I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you.",Emma,0.9886060174470358,Emma,1583,major,Jane Austen,59,Emma-Emma,6,consolation,619,0.48,30,0.4575000000000001,26,1.0,0.07819736174971238,0.46005384615384626,1.0,0.0,HOME,,7.0,3.0,5.0,0.0,,,,,,,,,,26,74,23,5,bookSpeakers
