text,novel,narrativeTime,speaker,dialogueTurn,speakerType,author,Turn,idCol,utteranceId,NumTurns,word,row_num,valence,number_emo_words,valence_straight_mean,speaker_word_turn,time_prep,valence_emo_mean,valence_emo_std,valence_in_home_base,valence_dist_home_base,valence_state,valence_disp_num,valence_disp_count,valence_low_disp_count,valence_high_disp_count,valence_peak_dist,valence_is_peak,valence_disp_dist,valence_disp_length,valence_rise_rate,valence_recovery_rate,valence_low_rise_rate,valence_low_recovery_rate,valence_high_rise_rate,valence_high_recovery_rate,speaker_num_steps,rolling_window_step,dialogue_turn,speaker_dialogue_turn,Identifier
"How near it may be to _mine_, I cannot pretend to say.--_You_ think it a faithful portrait undoubtedly.",PrideAndPrejudice,0.251991014907086,Mr. Darcy,406,major,Jane Austen,15,PrideAndPrejudice,15,11,portrait,196,0.7026,30,0.6233333333333334,4,0.15384615384615385,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,35,7,3,bookNovels
"I would by no means suspend any pleasure of yours,",PrideAndPrejudice,0.2611803144782519,Mr. Darcy,431,major,Jane Austen,17,PrideAndPrejudice,17,11,suspend,199,0.5798,30,0.6233333333333334,5,0.19230769230769232,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,36,8,4,bookNovels
"I would by no means suspend any pleasure of yours,",PrideAndPrejudice,0.2611803144782519,Mr. Darcy,431,major,Jane Austen,17,PrideAndPrejudice,17,11,pleasure,200,0.5883999999999999,30,0.6233333333333334,6,0.23076923076923078,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,37,8,4,bookNovels
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,PrideAndPrejudice,18,11,mistaken,202,0.5791999999999999,30,0.6233333333333334,7,0.2692307692307692,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,38,9,5,bookNovels
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,PrideAndPrejudice,18,11,attack,206,0.4588,30,0.6233333333333334,8,0.3076923076923077,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,39,9,5,bookNovels
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,PrideAndPrejudice,18,11,ignorance,209,0.3498,30,0.6233333333333334,9,0.34615384615384615,0.5851,0.16284066445455198,0.0,0.06832632456337695,LOW,2.0,5.0,3.0,3.0,0.13352632456337693,0.0,-2.0,4.0,0.06676316228168847,,0.06676316228168847,,,,26,40,9,5,bookNovels
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,PrideAndPrejudice,18,11,malice,210,0.31639999999999996,30,0.6233333333333334,10,0.38461538461538464,0.5851,0.16284066445455198,0.0,0.10172632456337699,LOW,2.0,5.0,3.0,3.0,0.13352632456337693,0.0,-1.0,4.0,0.06676316228168847,,0.06676316228168847,,,,26,41,9,5,bookNovels
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,SignOfFour,21,10,fair,218,0.7874000000000001,41,0.6709024390243901,4,0.10810810810810811,0.726811111111111,0.07235266937323115,0.0,0.004875077200014899,HIGH,2.0,9.0,3.0,7.0,0.019475077200014734,0.0,-1.0,2.0,0.019475077200014734,,,,0.019475077200014734,,37,42,10,3,bookNovels
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,SignOfFour,21,10,professional,220,0.8019999999999999,41,0.6709024390243901,5,0.13513513513513514,0.726811111111111,0.07235266937323115,0.0,0.019475077200014734,HIGH,2.0,9.0,3.0,7.0,0.019475077200014734,1.0,0.0,2.0,,,,,,,37,43,10,3,bookNovels
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,SignOfFour,21,10,velocity,230,0.7428,41,0.6709024390243901,6,0.16216216216216217,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,44,10,3,bookNovels
"Death from some powerful vegetable alkaloid,",SignOfFour,0.3669769720725134,Dr. Watson,192,major,Arthur Conan Doyle,22,SignOfFour,22,10,death,233,0.6073999999999999,41,0.6709024390243901,7,0.1891891891891892,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,45,11,4,bookNovels
"Death from some powerful vegetable alkaloid,",SignOfFour,0.3669769720725134,Dr. Watson,192,major,Arthur Conan Doyle,22,SignOfFour,22,10,powerful,234,0.6428,41,0.6709024390243901,8,0.21621621621621623,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,46,11,4,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,will,239,0.6199999999999999,41,0.6709024390243901,9,0.24324324324324326,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,47,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,clear,240,0.6248,41,0.6709024390243901,10,0.2702702702702703,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,48,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,will,244,0.6298,41,0.6709024390243901,11,0.2972972972972973,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,49,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,free,245,0.8028000000000001,41,0.6709024390243901,12,0.32432432432432434,0.726811111111111,0.07235266937323115,0.0,0.020275077200014868,HIGH,3.0,9.0,3.0,7.0,0.020275077200014868,1.0,0.0,1.0,,,,,,,37,50,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,room,248,0.7756,41,0.6709024390243901,13,0.35135135135135137,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,51,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,reason,251,0.7922,41,0.6709024390243901,14,0.3783783783783784,0.726811111111111,0.07235266937323115,0.0,0.009675077200014814,HIGH,4.0,9.0,3.0,7.0,0.009675077200014814,1.0,0.0,1.0,,,,,,,37,52,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,fact,284,0.7574,41,0.6709024390243901,15,0.40540540540540543,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,53,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,good,285,0.8054,41,0.6709024390243901,16,0.43243243243243246,0.726811111111111,0.07235266937323115,0.0,0.022875077200014804,HIGH,5.0,9.0,3.0,7.0,0.022875077200014804,1.0,0.0,1.0,,,,,,,37,54,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,deal,286,0.77,41,0.6709024390243901,17,0.4594594594594595,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,55,12,5,bookNovels
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,SignOfFour,24,10,missing,288,0.6854,41,0.6709024390243901,18,0.4864864864864865,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,56,12,5,bookNovels
I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?,PrideAndPrejudice,0.4494588523585869,Elizabeth,654,major,Jane Austen,26,PrideAndPrejudice,26,11,understood,295,0.2846,30,0.6233333333333334,11,0.4230769230769231,0.5851,0.16284066445455198,0.0,0.13352632456337693,LOW,2.0,5.0,3.0,3.0,0.13352632456337693,1.0,0.0,4.0,,,,,,,26,57,13,6,bookNovels
I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?,PrideAndPrejudice,0.4494588523585869,Elizabeth,654,major,Jane Austen,26,PrideAndPrejudice,26,11,idea,298,0.4084,30,0.6233333333333334,12,0.46153846153846156,0.5851,0.16284066445455198,0.0,0.009726324563376965,LOW,2.0,5.0,3.0,3.0,0.13352632456337693,0.0,1.0,4.0,,0.13352632456337693,,0.13352632456337693,,,26,58,13,6,bookNovels
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma,30,6,marry,316,0.8004,43,0.7286511627906977,30,0.7692307692307693,0.722974358974359,0.07779532883593754,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,39,59,14,3,bookNovels
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma,30,6,thought,323,0.8168,43,0.7286511627906977,31,0.7948717948717948,0.722974358974359,0.07779532883593754,0.0,0.01603031218970341,HIGH,4.0,5.0,3.0,3.0,0.01603031218970341,1.0,0.0,3.0,,,,,,,39,60,14,3,bookNovels
"Perhaps she might; but it is not every man's fate to marry the woman who loves him best. Miss Hawkins perhaps wanted a home, and thought this the best offer she was likely to have.",Emma,0.529642157735446,Emma,895,major,Jane Austen,30,Emma,30,6,offer,325,0.8148,43,0.7286511627906977,32,0.8205128205128205,0.722974358974359,0.07779532883593754,0.0,0.014030312189703409,HIGH,4.0,5.0,3.0,3.0,0.01603031218970341,0.0,1.0,3.0,,0.008015156094851705,,,,0.008015156094851705,39,61,14,3,bookNovels
"This will not do,",PrideAndPrejudice,0.5536042474984685,Elizabeth,764,major,Jane Austen,32,PrideAndPrejudice,32,11,will,331,0.49079999999999996,30,0.6233333333333334,13,0.5,0.5851,0.16284066445455198,1.0,0.0,HOME,,5.0,3.0,3.0,0.0,,,,,,,,,,26,62,15,7,bookNovels
"So do I. I wouldn t answer for our safety now, if he should happen to have another of his attacks of energy.",SignOfFour,0.5624693777560019,Mr. Sherlock Holmes,346,major,Arthur Conan Doyle,33,SignOfFour,33,10,safety,336,0.6708000000000001,41,0.6709024390243901,19,0.5135135135135135,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,63,16,6,bookNovels
"So do I. I wouldn t answer for our safety now, if he should happen to have another of his attacks of energy.",SignOfFour,0.5624693777560019,Mr. Sherlock Holmes,346,major,Arthur Conan Doyle,33,SignOfFour,33,10,happen,338,0.6696,41,0.6709024390243901,20,0.5405405405405406,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,64,16,6,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,remember,346,0.6372,41,0.6709024390243901,21,0.5675675675675675,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,65,17,7,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,feeling,347,0.6546000000000001,41,0.6709024390243901,22,0.5945945945945946,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,66,17,7,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,tired,348,0.6184000000000001,41,0.6709024390243901,23,0.6216216216216216,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,67,17,7,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,idleness,350,0.5384,41,0.6709024390243901,24,0.6486486486486487,0.726811111111111,0.07235266937323115,0.0,0.03311832044325802,LOW,6.0,9.0,3.0,7.0,0.14851832044325797,0.0,-2.0,4.0,0.07425916022162898,,0.07425916022162898,,,,37,68,17,7,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,smoke,354,0.4406,41,0.6709024390243901,25,0.6756756756756757,0.726811111111111,0.07235266937323115,0.0,0.13091832044325802,LOW,6.0,9.0,3.0,7.0,0.14851832044325797,0.0,-1.0,4.0,0.07425916022162898,,0.07425916022162898,,,,37,69,17,7,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,business,356,0.42300000000000004,41,0.6709024390243901,26,0.7027027027027027,0.726811111111111,0.07235266937323115,0.0,0.14851832044325797,LOW,6.0,9.0,3.0,7.0,0.14851832044325797,1.0,0.0,4.0,,,,,,,37,70,17,7,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,fair,357,0.4242,41,0.6709024390243901,27,0.7297297297297297,0.726811111111111,0.07235266937323115,0.0,0.147318320443258,LOW,6.0,9.0,3.0,7.0,0.14851832044325797,0.0,1.0,4.0,,0.14851832044325797,,0.14851832044325797,,,37,71,17,7,bookNovels
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",SignOfFour,0.5737383635472807,Mr. Sherlock Holmes,355,major,Arthur Conan Doyle,35,SignOfFour,35,10,easy,362,0.5721999999999999,41,0.6709024390243901,28,0.7567567567567568,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,72,17,7,bookNovels
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Persuasion,39,7,embarrass,386,0.6692,35,0.6416571428571428,1,0.03225806451612903,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,73,18,1,bookNovels
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Persuasion,39,7,feel,392,0.6900000000000001,35,0.6416571428571428,2,0.06451612903225806,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,74,18,1,bookNovels
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Persuasion,39,7,proposal,394,0.6856,35,0.6416571428571428,3,0.0967741935483871,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,75,18,1,bookNovels
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Persuasion,39,7,find,399,0.6799999999999999,35,0.6416571428571428,4,0.12903225806451613,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,76,18,1,bookNovels
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Persuasion,39,7,walking,403,0.6508,35,0.6416571428571428,5,0.16129032258064516,0.6400451612903226,0.1013144795520831,1.0,0.0,HOME,,5.0,2.0,4.0,0.0,,,,,,,,,,31,77,18,1,bookNovels
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Persuasion,39,7,will,409,0.774,35,0.6416571428571428,6,0.1935483870967742,0.6400451612903226,0.1013144795520831,0.0,0.032640359157594334,HIGH,1.0,5.0,2.0,4.0,0.034640359157594336,0.0,-1.0,2.0,0.034640359157594336,,,,0.034640359157594336,,31,78,18,1,bookNovels
"Oh, no! I think not. Situated as we are with Lady Dalrymple, cousins, we ought to be very careful not to embarrass her with acquaintance she might not approve. If we were not related, it would not signify; but as cousins, she would feel scrupulous as to any proposal of ours. We had better leave the Crofts to find their own level. There are several odd-looking men walking about here, who, I am told, are sailors. The Crofts will associate with them.",Persuasion,0.6318811212428234,Elizabeth,268,minor,Jane Austen,39,Persuasion,39,7,associate,410,0.776,35,0.6416571428571428,7,0.22580645161290322,0.6400451612903226,0.1013144795520831,0.0,0.034640359157594336,HIGH,1.0,5.0,2.0,4.0,0.034640359157594336,1.0,0.0,2.0,,,,,,,31,79,18,1,bookNovels
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,SignOfFour,41,10,wasted,415,0.5482,41,0.6709024390243901,29,0.7837837837837838,0.726811111111111,0.07235266937323115,0.0,0.02331832044325799,LOW,7.0,9.0,3.0,7.0,0.02331832044325799,1.0,0.0,1.0,,,,,,,37,80,19,8,bookNovels
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,SignOfFour,41,10,smith,417,0.646,41,0.6709024390243901,30,0.8108108108108109,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,81,19,8,bookNovels
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,SignOfFour,41,10,knowing,418,0.675,41,0.6709024390243901,31,0.8378378378378378,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,82,19,8,bookNovels
"In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best.",SignOfFour,0.7197452229299363,Mr. Sherlock Holmes,473,major,Arthur Conan Doyle,41,SignOfFour,41,10,good,422,0.7001999999999999,41,0.6709024390243901,32,0.8648648648648649,0.726811111111111,0.07235266937323115,1.0,0.0,HOME,,9.0,3.0,7.0,0.0,,,,,,,,,,37,83,19,8,bookNovels
